Title,main_category,category,date,description
commonwealth bank australia v taylor vsc,Legal,referred to,2023-11-23,alternative ground conclusion disqualify hearing present application ground apparent bias test apparent bias whether lay observer might reasonably apprehend judge might bring impartial unprejudiced mind resolution question judge required decide johnson v johnson clr per gleeson cj gaudron mchugh gummow hayne jj case apparent bias take form prejudgment form bias considered high court livesey v new south wale bar association hca clr assessing form apparent bias case nature respondent application important respondent application one called upon make finding credit indeed make finding fact applicant allegation fact may accepted purpose respondent application question raised respondent application substance question law regard circumstance think said lay observer might reasonably apprehend might bring impartial unprejudiced mind question required decide sydney refractive surgery centre pty ltd v federal commissioner taxation atr commonwealth bank australia v taylor vsc
cox v journeaux hca clr,Legal,referred to,2023-11-23,cox v journeaux hca clr dixon j honour considered meaning personal injury wrong done bankrupt within bankruptcy act cth honour applied wilson v united county bank ltd ac described relevant test following term test appears whether damage part estimated immediate reference pain felt bankrupt respect mind body character without reference right property
johnson v johnson clr,Legal,referred to,2023-11-23,alternative ground conclusion disqualify hearing present application ground apparent bias test apparent bias whether lay observer might reasonably apprehend judge might bring impartial unprejudiced mind resolution question judge required decide johnson v johnson clr per gleeson cj gaudron mchugh gummow hayne jj case apparent bias take form prejudgment form bias considered high court livesey v new south wale bar association hca clr assessing form apparent bias case nature respondent application important respondent application one called upon make finding credit indeed make finding fact applicant allegation fact may accepted purpose respondent application question raised respondent application substance question law regard circumstance think said lay observer might reasonably apprehend might bring impartial unprejudiced mind question required decide sydney refractive surgery centre pty ltd v federal commissioner taxation atr commonwealth bank australia v taylor vsc
livesey v new south wale bar association hca clr,Legal,referred to,2023-11-23,alternative ground conclusion disqualify hearing present application ground apparent bias test apparent bias whether lay observer might reasonably apprehend judge might bring impartial unprejudiced mind resolution question judge required decide johnson v johnson clr per gleeson cj gaudron mchugh gummow hayne jj case apparent bias take form prejudgment form bias considered high court livesey v new south wale bar association hca clr assessing form apparent bias case nature respondent application important respondent application one called upon make finding credit indeed make finding fact applicant allegation fact may accepted purpose respondent application question raised respondent application substance question law regard circumstance think said lay observer might reasonably apprehend might bring impartial unprejudiced mind question required decide sydney refractive surgery centre pty ltd v federal commissioner taxation atr commonwealth bank australia v taylor vsc
rana v university south australia fcafc,Legal,referred to,2023-11-23,applicant lodged appeal order made dismissing proceeding december full court court dismissed appeal ordered appellant appeal pay respondent cost thereof rana v university south australia fcafc applicant applied high court special leave appeal order made full court may application dismissed one point note earlier proceeding present proceeding instituted applicant made complaint respondent conduct human right equal opportunity commission commission course direction hearing earlier proceeding held july fixed august trial earlier proceeding date subsequently vacated said proceeding heard october point made direction hearing held july applicant said complaint disability discrimination fact university said complaint lodged commission said first respondent asked extension time respond applicant raised possibility proceeding court earlier proceeding delayed could dealt time proceeding following applicant complaint commission response counsel first respondent said honour sought extension time human right commission perhaps ought properly explained proceeding foot understand would forestall progression complaint stage commission policy understanding policy matter complaint stage proceeding issued understand complaint stage need worked commission examined commissioner formal proceeding able initiated undertaken mediation unsuccessfully think party great difference apart term legal basis claim mediation crystallise issue would seek matter brought trial expeditiously possible see trial way resolve matter
rana v university south australia fca,Legal,referred to,2023-11-23,trial earlier proceeding held october may made order proceeding dismissed delivered reason judgment rana v university south australia fca refer reason earlier judgment one point note relevance become apparent course earlier judgment said found applicant unsatisfactory witness accept evidence except accorded evidence accepted said applicant evidence important event changed course proceeding evidence highly improbable good deal evidence inconsistent evidence accepted
rana v university south australia fca,Legal,referred to,2023-11-23,june made order applicant pay respondent cost proceeding indemnity basis rana v university south australia fca said following opinion appropriate case award indemnity cost mr rana made allegation payment ticket occurred convention centre critical case must known untrue allegation made claimed suffered loss damage million proved loss damage altered document namely receipt case would appear stronger circumstance alone justify award indemnity cost probably independent reason awarding indemnity cost refused offer relation claim dismissed circumstance appropriate order cost paid indemnity basis
sydney refractive surgery centre pty ltd v federal commissioner taxation atr,Legal,referred to,2023-11-23,alternative ground conclusion disqualify hearing present application ground apparent bias test apparent bias whether lay observer might reasonably apprehend judge might bring impartial unprejudiced mind resolution question judge required decide johnson v johnson clr per gleeson cj gaudron mchugh gummow hayne jj case apparent bias take form prejudgment form bias considered high court livesey v new south wale bar association hca clr assessing form apparent bias case nature respondent application important respondent application one called upon make finding credit indeed make finding fact applicant allegation fact may accepted purpose respondent application question raised respondent application substance question law regard circumstance think said lay observer might reasonably apprehend might bring impartial unprejudiced mind question required decide sydney refractive surgery centre pty ltd v federal commissioner taxation atr commonwealth bank australia v taylor vsc
wilson v united county bank ltd ac,Legal,referred to,2023-11-23,cox v journeaux hca clr dixon j honour considered meaning personal injury wrong done bankrupt within bankruptcy act cth honour applied wilson v united county bank ltd ac described relevant test following term test appears whether damage part estimated immediate reference pain felt bankrupt respect mind body character without reference right property
szarh v minister immigration multicultural indigenous affair fmca,Legal,referred to,2023-11-23,appellant filed march application federal magistrate court judicial review tribunal decision appellant filed amended application october raised various ground review appellant claimed tribunal overlooked critical point case address relevant issue raised including whether considered view family appellant also claimed tribunal failed ask relevant question failed determine whether appellant subject persecution imputed political opinion failed determine social group applicant belonged failed enquire whether appellant past future conduct would amount persecution appellant also referred court decision szarh v minister immigration multicultural indigenous affair fmca said appellant raise similar issue proceeding currently court appellant application heard may submission filed june although appellant seek leave raise submission federal magistrate decided consider matter subject thereof submission dealt substance implication filing time application review referred court judicial precedent purportedly supportive appellant claim regard federal magistrate satisfied appellant established reasonable excuse delay bringing application review considering appellant substantive claim federal magistrate found tribunal consider aspect appellant claim evidence claim effect appellant ever made tribunal federal magistrate considered appellant contention tribunal properly consider claim member particular social group honour found ground could rightly stand pointing follows well established social group constituted victim crime let alone potential victim crime appears applicant claim event nature particular social group claimed applicant submission put tribunal evidence line however observed federal magistrate found tribunal adequately address issue effectiveness state protection ukraine person appellant relation authority cited appellant honour distinguished fact federal magistrate found case jurisdictional error made dismissed application federal magistrate also opinion existed strong compassionate reason based upon referrable humanitarian ground relate largely circumstance appellant age single status family circumstance notice appeal filed federal court raised following ground tribunal failed ass appellant proper information federal magistrate tribunal misunderstood appellant particular social group appellant way submission dated november submitted tribunal assessed claim woman advanced year living alone ukraine appellant contended tribunal particularised social group single woman relative overseas travelled overseas considered one money appellant submitted tribunal assessed claim second particular social group would difficulty accept claim would great deal independent information consistent claim
hayes matter estate property group limited administrator appointed fca,Legal,related,2023-11-23,june made order extending convening period meeting creditor required held corporation act cth act midnight july relation number company member known estate property group group together ancillary order application administrator company group administrator hayes matter estate property group limited administrator appointed fca related application concerning australian capital reserve limited administrator appointed acr june order made extending decision period provided b act last day convening period number company group australian capital reserve limited administrator appointed v high tower investment pty limited administrator appointed matter high tower investment pty limited administrator appointed fca july convening period second meeting creditor company extended midnight august utilising provision act achieve result certain ancillary order made indicated would give reason order due course reason reason read hall matter australian capital reserve limited administrator appointed fca delivered contemporaneously background reason set various judgment referred need repeated
australian capital reserve limited administrator appointed v high tower investment pty limited administrator appointed matter high tower investment pty limited administrator appointed fca,Legal,related,2023-11-23,june made order extending convening period meeting creditor required held corporation act cth act midnight july relation number company member known estate property group group together ancillary order application administrator company group administrator hayes matter estate property group limited administrator appointed fca related application concerning australian capital reserve limited administrator appointed acr june order made extending decision period provided b act last day convening period number company group australian capital reserve limited administrator appointed v high tower investment pty limited administrator appointed matter high tower investment pty limited administrator appointed fca july convening period second meeting creditor company extended midnight august utilising provision act achieve result certain ancillary order made indicated would give reason order due course reason reason read hall matter australian capital reserve limited administrator appointed fca delivered contemporaneously background reason set various judgment referred need repeated
hall matter australian capital reserve limited administrator appointed fca,Legal,related,2023-11-23,june made order extending convening period meeting creditor required held corporation act cth act midnight july relation number company member known estate property group group together ancillary order application administrator company group administrator hayes matter estate property group limited administrator appointed fca related application concerning australian capital reserve limited administrator appointed acr june order made extending decision period provided b act last day convening period number company group australian capital reserve limited administrator appointed v high tower investment pty limited administrator appointed matter high tower investment pty limited administrator appointed fca july convening period second meeting creditor company extended midnight august utilising provision act achieve result certain ancillary order made indicated would give reason order due course reason reason read hall matter australian capital reserve limited administrator appointed fca delivered contemporaneously background reason set various judgment referred need repeated
dunstan v human right equal opportunity commission fca,Legal,related,2023-11-23,application relates purported appeal decision mansfield j delivered december dunstan v human right equal opportunity commission fca november struck notice appeal acd granted leave mr dunstan filing amended notice appeal february matter stood today cost reserved indicated mr dunstan occasion notice appeal simply comply rule court relation form substance document explained fundamental notice appeal proper form adverted fact legal advice situation kind helpful essential also mentioned possibility pro bono assistance given consideration think appropriate take step relation particular case mr dunstan presented trial judge bring anybody deal pro bono basis think reflection likely helpful
australian competition consumer commission v global prepaid communication pty ltd acn liquidation fca,Legal,related,2023-11-23,competition consumer commission v global prepaid communication pty ltd acn inliquidation fca february home database worldlii search feedback federal court australia nbsp austlii gt gt database gt gt federal court australia gt gt gt gt fca database search name search recent decision noteup download help australian competition consumer commission v global prepaid communication pty ltd acn inliquidation fca february last updated february federal court australia australian competition consumer commission v global prepaid communication pty ltd acn liquidation fca trade practice form relief indemnity likely loss damage pursuant trade practice act cth australian competition consumer commission v global prepaid communication pty ltd acn liquidation fca related leda holding pty ltd v oraka pty ltd atpr cited oraka pty ltd v leda holding pty ltd atpr cited state western australia v wardley australia ltd fcr cited wardley australia ltd v state western australia hca clr cited australian competition consumer commission v global prepaid communication pty ltd acn liquidation touch network pty ltd acn liquidation nicholas yates frank yates nicholas rhodin daniel albert russell fielding nsd gyles j february sydney federal court australia new south wale district registry nsd australian competition consumer commission applicant global prepaid communication pty ltd acn liquidation first respondent touch network pty ltd acn liquidation second respondent nicholas yates third respondent frank yates fourth respondent nicholas rhodin fifth respondent daniel albert sixth respondent russell fielding seventh respondent judge gyles j date february place sydney supplementary reason judgment delivered reason judgment matter february australian competition consumer commission v global prepaid communication pty ltd acn liquidation fca stood matter today enable order made attention drawn fact explicitly deal form order compensation made respect loncaric carlon pty limited insofar claim contingent loss
australian capital reserve limited administrator appointed v high tower investment pty limited administrator appointed matter high tower investment pty limited administrator appointed fca,Legal,related,2023-11-23,june last made order corporation act cth act relation extension decision period provided b australian capital reserve limited administrator appointed v high tower investment pty limited administrator appointed matter high tower investment pty limited administrator appointed fca june last made order extending convening period meeting creditor required held act midnight july reserved consideration application extend period indicating case made would exercise power provided achieve end reason decision given together reason relation extension convening period relation related estate property group company group hayes matter estate property group ltd administrator appointed fca various judgment together judgment relating estate property group company handed contemporaneously reason hayes matter estate property group limited administrator appointed fca explain background application need repeated
hayes matter estate property group ltd administrator appointed fca,Legal,related,2023-11-23,june last made order corporation act cth act relation extension decision period provided b australian capital reserve limited administrator appointed v high tower investment pty limited administrator appointed matter high tower investment pty limited administrator appointed fca june last made order extending convening period meeting creditor required held act midnight july reserved consideration application extend period indicating case made would exercise power provided achieve end reason decision given together reason relation extension convening period relation related estate property group company group hayes matter estate property group ltd administrator appointed fca various judgment together judgment relating estate property group company handed contemporaneously reason hayes matter estate property group limited administrator appointed fca explain background application need repeated
hayes matter estate property group limited administrator appointed fca,Legal,related,2023-11-23,june last made order corporation act cth act relation extension decision period provided b australian capital reserve limited administrator appointed v high tower investment pty limited administrator appointed matter high tower investment pty limited administrator appointed fca june last made order extending convening period meeting creditor required held act midnight july reserved consideration application extend period indicating case made would exercise power provided achieve end reason decision given together reason relation extension convening period relation related estate property group company group hayes matter estate property group ltd administrator appointed fca various judgment together judgment relating estate property group company handed contemporaneously reason hayes matter estate property group limited administrator appointed fca explain background application need repeated
brgag v minister immigration citizenship fmca,Legal,related,2023-11-23,appellant appeal court decision jarret fm dated june brgag v minister immigration citizenship fmca case honour dismissed application review decision refugee review tribunal tribunal dated january tribunal affirmed decision delegate minister dated october wherein delegate refused grant protection class xa visa appellant pursuant migration act cth act appellant citizen republic indonesia arrived australia august applied protection class xa visa september appellant claim risk persecuted indonesian authority appellant claim prior close relationship soeharto government claim fell favour new indonesian government relationship
fletcher v george amp or fmca,Legal,related,2023-11-23,application m george seek leave appeal judgment federal magistrate february honour order fletcher v george amp or fmca order federal magistrate proceeding made pursuant federal magistrate act cth provides federal magistrate court may give judgment one party another relation whole part proceeding first party prosecuting proceeding part proceeding b court satisfied party reasonable prospect successfully defending proceeding part proceeding federal magistrate court may give judgment one party another relation whole part proceeding first party defending proceeding part proceeding b court satisfied party reasonable prospect successfully prosecuting proceeding part proceeding purpose section defence proceeding part proceeding need hopeless b bound fail reasonable prospect success section limit power federal magistrate court apart section
amp l silvestri pty ltd v construction forestry mining energy union fca ir,Legal,related,2023-11-23,july delivered judgment liability amp l silvestri pty ltd v construction forestry mining energy union fca ir finding summarised follows lane cfmeu cfmeu nsw contravened workplace relation act cth common ground case breach pleaded cfmeu nsw lane primmer kelly cfmeu cfmeu nsw contravened trade practice act cth lane primmer kelly cfmeu cfmeu nsw interfered contract lgb silvestri damage breach trade practice act cth interfering contract penalty breach must determined necessary repeat factual background proceeding save relevant consideration remedy phrase term used reason otherwise undefined unexplained understood reference judgment liability respondent contend contract lgb silvestri hourly hire damage exceed compensation two hour work disagree party contract understood job entailed excavation required site held judgment liability amp l silvestri pty ltd fca ir benefit arrangement denied reason wrongful action respondent silvestri primary claim damage based upon time taken complete job contractor many month one machine operating time accept approach question time silvestri would taken antonio silvestri krkovski estimated job would take three four week evidence inefficiency part successive excavation contractor completing job holiday period nonetheless time actually taken indicate party estimate three four week estimate would necessarily depend upon nature material encountered weather factor take eight week working rate five day hour per week length job allow per hour take account excavator hammer hire well excavator hire leading loss revenue le variable cost per day fuel oil totalling leaving net loss revenue eight week period october silvestri earned excavator mini excavator mini excavator float hire amount lost therefore near enough plus interest october date judgment see practical difference calculation damage count tort count based upon preliminary question arises number contravention committed applicant submit explicit threat lane constituted separate breach lane cfmeu therefore subject separate penalty seek declaration effect six contravention relating identified event respondent submit application amended statement claim allege one contravention seek imposition one penalty respect conduct pleaded alternative respondent contend separate contravention lane cfmeu part single course conduct totality principle would apply imposing penalty number offence necessary ensure penalty aggregate appropriate accept one contravention evidenced series action alleged pleading proceed accordingly
resort huntervalley pty limited v commissioner taxation fca,Legal,related,2023-11-23,face told yesterday released respondent undertaking given march see resort huntervalley pty limited v commissioner taxation fca matter listed morning matter called informed legal representative party respondent sought order application summarily dismissed pursuant federal court australia act cth respondent also sought order applicant pay respondent cost agreed failing agreement taxed handed document bear signature solicitor first second applicant signature authorised officer respondent also told respondent relied upon r federal court rule support application rule following term stay dismissal proceeding commenced december rule applies proceeding commenced december court satisfied proceeding generally claim relief proceeding proceeding claim frivolous vexatious b proceeding claim abuse process court court may order proceeding stayed dismissed generally relation claim relief court may receive evidence hearing application order subrule note proceeding commenced december prosecuting party reasonable prospect success see subsection act given full explanation matter much explanation occurred march course day undertaking given day indeed given explanation subsequently occurred insofar asset applicant concerned
worimi local aboriginal land council v minister land state new south wale fca,Legal,related,2023-11-23,recorded history matter worimi local aboriginal land council v minister land state new south wale fca worimi history includes striking two claimant application filed third respondent mr gary date prefers called worimi refer worimi application struck pursuant act failure comply hillig administrator worimi local aboriginal land council v minister land state new south wale fca worimi v minister land state new south wale fca worimi worimi give notice within notification period wanted party application march worimi filed amended notice motion joined party application pursuant act reason set worimi made order joined respondent proceeding
szhuc v minister immigration amp multicultural affair fmca,Legal,related,2023-11-23,matter extension time sought filing notice appeal decision scarlett fm made march szhuc v minister immigration amp multicultural affair fmca applicant solicitor given evidence applicant gave prompt instruction appeal complied solicitor solely default due claim distraction time caused external event need go whilst position revealed quite unsatisfactory led unacceptable delay prepared case penalise applicant default solicitor say right sue solicitor comfort case kind necessary however also show proper basis appeal course argument indicated number proposed ground allowed meet full court authority head case respect proposed ground ground put learned federal magistrate permitted appeal ground contrary statute
adam v lambert fca,Legal,related,2023-11-23,july made following order proceeding adam v lambert fca petition dismissed applicant petitioner pay respondent debtor cost including reserved cost
adam v lambert hca,Legal,related,2023-11-23,april high court inter alia made following order adam v lambert hca b order gyles j made july set aside remit matter judge federal court australia hearing accordance reason court
australian prudential regulation authority v rural amp general insurance limited acn subject deed company arrangement fca,Legal,related,2023-11-23,october dealt one aspect motion aaron stephenson access subpoenaed document purpose use proceeding related relief stood motion order give consideration wider issue involved australian prudential regulation authority v rural amp general insurance limited acn subject deed company arrangement fca australian prudential regulation authority apra proceeding court seeking wind rural amp general insurance limited rural amp general pursuant corporation act cth rural amp general represented solicitor counsel actively opposed winding apra earlier appointed peter john mccarthy accountancy firm ernst amp young make investigation respect company insurance act course proceeding several set document subpoenaed mccarthy firm significant volume document produced stephenson managing director rural amp general actively involved instructing solicitor counsel leave discontinue proceeding granted march following execution rural amp general deed company arrangement march document produced subpoena behalf mccarthy firm returned promptly due administrative oversight stephenson applicant proceeding administrative appeal tribunal aat apra appealing apra decision disqualify insurance act june signed statement connection proceeding annexed number document copy communication passed mccarthy officer apra prior disqualification stephenson wish rely upon communication contend decision disqualify affected extraneous consideration apra took exception use document contending amongst thing obtained result inspection document produced court course winding proceeding breach implied undertaking proper use document
access alliance hervey bay inc v hervey bay city council fca,Legal,related,2023-11-23,delivered judgment matter may access alliance hervey bay inc v hervey bay city council fca order follows application filed access alliance hervey bay inc may dismissed access alliance hervey bay inc pay hervey bay city council cost incidental application taxed otherwise agreed time m bank applicant access alliance hervey bay inc applicant said applicant sought heard issue cost respect proceeding asked could reconsider aspect judgment term giving applicant opportunity heard mr green respondent neither consented opposed course usual cost follow event circumstance case indicated party would entertain receiving written submission applicant cost written reply respondent gave order effect application filed may concerned claim applicant respondent contravened disability standard made pursuant disability discrimination act cth dd act respect bus stop infrastructure installed substantially changed since october sought relief respondent pursuant human right equal opportunity act cth hreoc act s dd act matter came september regarding application filed august respondent substantive proceeding seeking order application substantive proceeding dismissed applicant pay respondent cost incidental application noted earlier judgment found favour respondent dismissed application substantive proceeding cost applicant submits summary basis respondent strike claim found statement fact contention filed june absence allegation discrimination per se possible court make finding unlawful conduct respondent reference equivalent access disability standard public transport required allegation breach standard supported evidence discrimination applicant required federal consent make complaint breach standard initiating process proceeding complainant judgment dismissed three contention respondent access alliance fca respondent written submission raise contention applicant aggrieved person affected person purpose hreoc act applicant application dismissed result contention submission put respondent instead success respondent based acceptance court submission filed acting disability discrimination commissioner commissioner summary respondent contends although relationship issue standing notion aggrieved person affected person purpose hreoc act articulated written outline submission filed support application relationship properly developed course oral argument day hearing although argument put court behalf respondent application summary dismissal accepted mean respondent successful part otherwise successful case application respondent summary dismissal wholly successful clear decision access alliance fca accept number respondent submission submission party particular written submission correspond party raised quite different argument support position also clear submission commissioner helpful particular regard issue whether right applicant seeking assert private public right respect issue relevant aggrieved person meaning dd act upon decision eventually turned case applicant clearly anticipated standing would key issue made extensive written submission point however true written submission respondent focussed issue public distinct private right rather standing dd act also case issue standing dd act context whether applicant aggrieved person addressed length hearing mr fleming qc respondent oral submission t september pp respondent submitted correctly view submission often take refined form argued orally benefit outline provided opposing party process opposing argument form basis adversarial system assist court identifying deciding proper issue precisely happened case clearly argument put court respondent application summary dismissal accepted nonetheless unusual successful party advance number alternative argument court ultimately successful agree respondent result mean respondent successful part case second accept submission applicant application brought effect change area disability discrimination could characterised personal financial benefit also note applicant commenced discrimination proceeding name incorporated association clear judgment access alliance fca particularly weight case law organisation standing applicant caused respondent incur cost seeking proceeding dismissed third although objective applicant test application disability standard case indeed respondent indicated litigation progressed constitutional validity disability standard would challenged issue actually dispute party time case dismissed limited standing applicant prosecute claim issue considerable interest importance party case standing entity applicant bring litigation nature view considered issue public interest cause court depart usual order cost fourth judgment demonstrated decision reached fact case light interpretation relevant legislation consideration abundance case law relevant standing incorporated association commence proceeding nature view issue raise novel issue law public importance appears respondent attempt engage applicant prior commencement litigation possible litigation case could avoided however one would expect could said relation almost litigation relation respondent raising issue standing indicated judgment access alliance fca accept applicant submission time avenue open respondent circumstance would bring application adjr act challenge acceptance hreoc complaint standing applicant addressed hearing party although written submission respondent
szkaw v minister immigration amp anor fmca,Legal,related,2023-11-23,application extension time file serve notice appeal decision federal magistrate court delivered october szkaw v minister immigration amp anor fmca court dismissed application judicial review decision refugee review tribunal unfavourable applicant ground stated application extension time draft notice appeal ground appeal follows tribunal made jurisdictional error deciding applicant protection visa application review case stated applicant fear serious harm religious reason fear persecution well founded tribunal given applicant every opportunity accordance migration order sought follows tribunal made jurisdicti sic error deciding applicant protection visa tribunal fully understand applicant unfortunate circumstance flee country pakistan well founded convention based fear persecution respondent opposes application basis prospect success appeal point special reason advanced extension granted justify departure ordinary rule prescribing period within appeal must filed served delay great present case clear view first basis opposition established ground application deficient identification error learned federal magistrate would amount appellable error furthermore turn reason judgment federal magistrate court see ground judicial review decision tribunal state proper ground quoted follows want court ask rrt heard sic case think judge circumstance learned federal magistrate extended significant leniency applicant going setting possible argument rejecting pointed applicant commencement proceeding ground identified notice appeal point taken address problem realise course unrepresented party character background almost impossible add written material fact remains applicant leave must abide normal rule show least arguable ground appeal together explanation delay applicant simply sought another hearing refugee review tribunal could hear matter properly
combis trustee property peter jensen bankrupt v jensen fca,Legal,related,2023-11-23,background judgment set full combis trustee property peter jensen bankrupt v jensen fca combis trustee property peter jensen bankrupt v jensen fca combis trustee property peter jensen bankrupt v jensen fca ordered proceeding transferred family court australia outstanding matter decision stage relates cost incurred following proceeding application mr jensen stay proceeding abuse process mr jensen unsuccessful respect application
combis trustee property peter jensen bankrupt v jensen fca,Legal,related,2023-11-23,background judgment set full combis trustee property peter jensen bankrupt v jensen fca combis trustee property peter jensen bankrupt v jensen fca combis trustee property peter jensen bankrupt v jensen fca ordered proceeding transferred family court australia outstanding matter decision stage relates cost incurred following proceeding application mr jensen stay proceeding abuse process mr jensen unsuccessful respect application
kgl health pty limited v mechtler fca,Legal,related,2023-11-23,background nature principal proceeding matter set previous judgment given relation application applicant asset preservation order see kgl health pty limited v mechtler fca reiterate matter class document presently dispute described follows letter solicitor applicant solicitor rosanza dated november draft contract freehold offered sale sold information disclosed purchaser interested party intended use property purchaser interested party investigation relation property undertaken client solicitor agent purchaser interested party including without limitation requisition title reply consideration client director offer purchase correspondence record communication client solicitor agent purchaser solicitor agent concerning purchase property intended use property claim arising purchaser sale property rosanza amended alleges various entitlement damage first entitlement damage lost rent outgoings interest including date lease premise terminated may second damage loss result cost restoring reinstating premise state good repair third damage loss bargain basis alleged breach repudiation relevant lease applicant rosanza would retained ownership premise least time september march period would received benefit lease including rent le expense finally rosanza claim loss respect legal cost connection default lease second
rogers v asset loan co pty ltd fca,Legal,related,2023-11-23,order cost proceeding applicant also claim following claim interlocutory relief applicant claim way interlocutory relief order extending time comply bankruptcy notice served second respondent dated april served may order respondent harass intimidate coerce applicant immediate family order court deems fit history dispute involved applicant husband bringing number claim court respondent applicant mr handran respondent drawn attention decision spender j rogers v asset loan co pty ltd fca decision greenwood j rogers v asset loan co pty ltd fca decision greenwood j rogers v asset loan co pty ltd fca decision rogers v asset loan co pty ltd fca application filed upon judgment given spender j rogers v asset loan co pty ltd fca annexed affidavit mr sean whittle sworn june filed june proceeding application matter stated claim relief trade practice act detail claim described detail claim ground stated accompanying affidavit statement claim applicant claim order loan agreement mortgage deed settlement void order security document relation property crown street fingal head nsw void order damage order court deems fit order return interest paid return cost incurred result agreement party order cost proceeding respondent seek dismissal stay substantive proceeding basis first relation heading detail claim para claim interlocutory relief proceeding identical previously spender j rogers v asset loan co pty ltd fca attempt matter already determined honour constitute abuse process event applicant application reasonable prospect success dismissed pursuant federal court australia act cth second relation para heading detail claim para claim interlocutory relief applicant existing counterclaim set upon set aside bankruptcy notice claim dismissed relevant principle abuse process contention federal court power dismiss permanently stay proceeding abuse process clear r federal court rule provides proceeding appears court relation proceeding generally relation claim relief proceeding reasonable cause action disclosed b proceeding frivolous vexatious c proceeding abuse process court court may order proceeding stayed dismissed generally relation claim relief proceeding court may receive evidence hearing application order subrule section federal court act applies case commenced december nature provision overlap r federal court rule considered number case court including recent decision lindgren j white industry aust ltd v commissioner taxation fca case honour articulated number principle including section federal court act like rule concerned bringing defending proceeding pleading substance form section comparable r concerned dismissal proceeding difference suggests concept reasonable cause action disclosed r reasonable prospect successfully prosecuting proceeding latter make plain may taken account unavailability evidence necessary bring success trial whereas arguable former permit unavailability evidence taken account appears legislature intention enacting lower bar obtaining summary judgment including summary dismissal level fixed authority dey v victorian railway commissioner hca clr general steel industry inc v commissioner railway nsw hca clr extent test appears le stringent r spender j rogers v asset loan co pty ltd fca reasonable prospect success formula reflects approach adopted r united kingdom civil procedure rule united kingdom held context equivalent rule expression real prospect succeeding real prospect successfully defending require attention given real opposed fanciful merely arguable prospect test adopted r r queensland uniform civil procedure rule queensland court appeal similarly held reasonable prospect success test requires court determine whether real opposed fanciful prospect success deputy commissioner taxation v salcedo qd r event regard decision spender j rogers v asset loan co pty ltd fca clear applicant would successful material claiming relief asic act honour claiming relief trade practice act light principle articulated lindgren j white industry fca plain claim reasonable prospect success term federal court act mr handran submitted fact matter circumstance applicant relies support counterclaim set fact matter circumstance spender j rogers v asset loan co pty ltd fca dismissed honour mr handran submits also evident supporting affidavit filed applicant support application case useful compare affidavit applicant affidavit sworn november filed particular note paragraph applicant affidavit sworn june filed proceeding identical para affidavit sworn november filed spender j summary set applicant version background nature dispute respondent give rise relevant set counterclaim different paragraph para set judgment para applicant affidavit sworn june filed proceeding concern applicant version event surrounding service bankruptcy notice filed respondent april fact application brought asic act reviewed material read decision spender j rogers v asset loan co pty ltd fca application filed annexed affidavit mr whittle sworn june proceeding affidavit including applicant filed support application annexed affidavit mr whittle sworn september proceeding clear fact matter circumstance upon applicant relying substantive proceeding relevant bankruptcy notice set aside relate set counterclaim damage financial loss psychological mental damage caused conduct respondent exactly fact matter circumstance spender j rogers v asset loan co pty ltd fca note spender j dismissed claim applicant damage economic loss mental damage result conduct respondent inappropriate allow application continue basis set counterclaim damage financial loss psychological mental damage result conduct respondent identical claim already dismissed respect accept submission respondent fact setoff counterclaim envisaged s g bankruptcy act cth high court ebert clr
